srclang,trglang,srcIndex,segmentId,judgeID,system1Id,system1rank,system2Id,system2rank,rankingID
eng,rus,652,652,judge32,newstest2016.AFRL-MITLL-phrase-based.4506.en-ru,3,newstest2016.jhu-pbmt.4293.en-ru,2,967
eng,rus,652,652,judge32,newstest2016.PROMT-Rule-based.4276.en-ru,1,newstest2016.online-B.0.en-ru,2,967
eng,rus,652,652,judge32,newstest2016.PROMT-Rule-based.4276.en-ru,1,newstest2016.online-A.0.en-ru,1,967
eng,rus,652,652,judge32,newstest2016.PROMT-Rule-based.4276.en-ru,1,newstest2016.jhu-pbmt.4293.en-ru,2,967
eng,rus,652,652,judge32,newstest2016.online-B.0.en-ru,2,newstest2016.online-A.0.en-ru,1,967
eng,rus,652,652,judge32,newstest2016.online-B.0.en-ru,2,newstest2016.jhu-pbmt.4293.en-ru,2,967
eng,rus,652,652,judge32,newstest2016.online-A.0.en-ru,1,newstest2016.jhu-pbmt.4293.en-ru,2,967
eng,rus,653,653,judge32,newstest2016.NYU-UMontreal.4408.en-ru,2,newstest2016.online-B.0.en-ru,2,968
eng,rus,653,653,judge32,newstest2016.NYU-UMontreal.4408.en-ru,2,newstest2016.AMU-UEDIN.4450.en-ru+newstest2016.jhu-pbmt.4293.en-ru+newstest2016.LIMSI.4349.en-ru,2,968
eng,rus,653,653,judge32,newstest2016.NYU-UMontreal.4408.en-ru,2,newstest2016.online-G.0.en-ru,1,968
eng,rus,653,653,judge32,newstest2016.NYU-UMontreal.4408.en-ru,2,newstest2016.online-A.0.en-ru,2,968
eng,rus,653,653,judge32,newstest2016.online-B.0.en-ru,2,newstest2016.AMU-UEDIN.4450.en-ru+newstest2016.jhu-pbmt.4293.en-ru+newstest2016.LIMSI.4349.en-ru,2,968
eng,rus,653,653,judge32,newstest2016.online-B.0.en-ru,2,newstest2016.online-G.0.en-ru,1,968
eng,rus,653,653,judge32,newstest2016.online-B.0.en-ru,2,newstest2016.online-A.0.en-ru,2,968
eng,rus,653,653,judge32,newstest2016.AMU-UEDIN.4450.en-ru+newstest2016.jhu-pbmt.4293.en-ru+newstest2016.LIMSI.4349.en-ru,2,newstest2016.online-G.0.en-ru,1,968
eng,rus,653,653,judge32,newstest2016.AMU-UEDIN.4450.en-ru+newstest2016.jhu-pbmt.4293.en-ru+newstest2016.LIMSI.4349.en-ru,2,newstest2016.online-A.0.en-ru,2,968
eng,rus,653,653,judge32,newstest2016.online-G.0.en-ru,1,newstest2016.online-A.0.en-ru,2,968
eng,rus,654,654,judge32,newstest2016.uedin-nmt.4307.en-ru,1,newstest2016.online-A.0.en-ru,3,969
eng,rus,654,654,judge32,newstest2016.uedin-nmt.4307.en-ru,1,newstest2016.AFRL-MITLL-verb-annot.4526.en-ru,3,969
eng,rus,654,654,judge32,newstest2016.uedin-nmt.4307.en-ru,1,newstest2016.online-F.0.en-ru,3,969
eng,rus,654,654,judge32,newstest2016.uedin-nmt.4307.en-ru,1,newstest2016.jhu-pbmt.4293.en-ru,2,969
eng,rus,654,654,judge32,newstest2016.online-A.0.en-ru,3,newstest2016.AFRL-MITLL-verb-annot.4526.en-ru,3,969
eng,rus,654,654,judge32,newstest2016.online-A.0.en-ru,3,newstest2016.online-F.0.en-ru,3,969
eng,rus,654,654,judge32,newstest2016.online-A.0.en-ru,3,newstest2016.jhu-pbmt.4293.en-ru,2,969
eng,rus,654,654,judge32,newstest2016.AFRL-MITLL-verb-annot.4526.en-ru,3,newstest2016.online-F.0.en-ru,3,969
eng,rus,654,654,judge32,newstest2016.AFRL-MITLL-verb-annot.4526.en-ru,3,newstest2016.jhu-pbmt.4293.en-ru,2,969
eng,rus,654,654,judge32,newstest2016.online-F.0.en-ru,3,newstest2016.jhu-pbmt.4293.en-ru,2,969
eng,rus,770,770,judge32,newstest2016.LIMSI.4349.en-ru,4,newstest2016.online-G.0.en-ru,2,970
eng,rus,770,770,judge32,newstest2016.LIMSI.4349.en-ru,4,newstest2016.online-B.0.en-ru,1,970
eng,rus,770,770,judge32,newstest2016.LIMSI.4349.en-ru,4,newstest2016.uedin-nmt.4307.en-ru,3,970
eng,rus,770,770,judge32,newstest2016.LIMSI.4349.en-ru,4,newstest2016.AMU-UEDIN.4450.en-ru,4,970
eng,rus,770,770,judge32,newstest2016.online-G.0.en-ru,2,newstest2016.online-B.0.en-ru,1,970
eng,rus,770,770,judge32,newstest2016.online-G.0.en-ru,2,newstest2016.uedin-nmt.4307.en-ru,3,970
eng,rus,770,770,judge32,newstest2016.online-G.0.en-ru,2,newstest2016.AMU-UEDIN.4450.en-ru,4,970
eng,rus,770,770,judge32,newstest2016.online-B.0.en-ru,1,newstest2016.uedin-nmt.4307.en-ru,3,970
eng,rus,770,770,judge32,newstest2016.online-B.0.en-ru,1,newstest2016.AMU-UEDIN.4450.en-ru,4,970
eng,rus,770,770,judge32,newstest2016.uedin-nmt.4307.en-ru,3,newstest2016.AMU-UEDIN.4450.en-ru,4,970
eng,rus,771,771,judge32,newstest2016.AFRL-MITLL-phrase-based.4506.en-ru,3,newstest2016.AMU-UEDIN.4450.en-ru,2,971
eng,rus,771,771,judge32,newstest2016.AFRL-MITLL-phrase-based.4506.en-ru,3,newstest2016.AFRL-MITLL-verb-annot.4526.en-ru,3,971
eng,rus,771,771,judge32,newstest2016.AFRL-MITLL-phrase-based.4506.en-ru,3,newstest2016.online-F.0.en-ru,2,971
eng,rus,771,771,judge32,newstest2016.AFRL-MITLL-phrase-based.4506.en-ru,3,newstest2016.online-B.0.en-ru,1,971
eng,rus,771,771,judge32,newstest2016.AMU-UEDIN.4450.en-ru,2,newstest2016.AFRL-MITLL-verb-annot.4526.en-ru,3,971
eng,rus,771,771,judge32,newstest2016.AMU-UEDIN.4450.en-ru,2,newstest2016.online-F.0.en-ru,2,971
eng,rus,771,771,judge32,newstest2016.AMU-UEDIN.4450.en-ru,2,newstest2016.online-B.0.en-ru,1,971
eng,rus,771,771,judge32,newstest2016.AFRL-MITLL-verb-annot.4526.en-ru,3,newstest2016.online-F.0.en-ru,2,971
eng,rus,771,771,judge32,newstest2016.AFRL-MITLL-verb-annot.4526.en-ru,3,newstest2016.online-B.0.en-ru,1,971
eng,rus,771,771,judge32,newstest2016.online-F.0.en-ru,2,newstest2016.online-B.0.en-ru,1,971
eng,rus,772,772,judge32,newstest2016.online-A.0.en-ru,2,newstest2016.AFRL-MITLL-verb-annot.4526.en-ru,1,972
eng,rus,772,772,judge32,newstest2016.online-A.0.en-ru,2,newstest2016.jhu-pbmt.4293.en-ru,1,972
eng,rus,772,772,judge32,newstest2016.online-A.0.en-ru,2,newstest2016.AMU-UEDIN.4450.en-ru,1,972
eng,rus,772,772,judge32,newstest2016.online-A.0.en-ru,2,newstest2016.NYU-UMontreal.4408.en-ru,1,972
eng,rus,772,772,judge32,newstest2016.AFRL-MITLL-verb-annot.4526.en-ru,1,newstest2016.jhu-pbmt.4293.en-ru,1,972
eng,rus,772,772,judge32,newstest2016.AFRL-MITLL-verb-annot.4526.en-ru,1,newstest2016.AMU-UEDIN.4450.en-ru,1,972
eng,rus,772,772,judge32,newstest2016.AFRL-MITLL-verb-annot.4526.en-ru,1,newstest2016.NYU-UMontreal.4408.en-ru,1,972
eng,rus,772,772,judge32,newstest2016.jhu-pbmt.4293.en-ru,1,newstest2016.AMU-UEDIN.4450.en-ru,1,972
eng,rus,772,772,judge32,newstest2016.jhu-pbmt.4293.en-ru,1,newstest2016.NYU-UMontreal.4408.en-ru,1,972
eng,rus,772,772,judge32,newstest2016.AMU-UEDIN.4450.en-ru,1,newstest2016.NYU-UMontreal.4408.en-ru,1,972
eng,rus,836,836,judge32,newstest2016.AMU-UEDIN.4450.en-ru,2,newstest2016.PROMT-Rule-based.4276.en-ru,2,973
eng,rus,836,836,judge32,newstest2016.AMU-UEDIN.4450.en-ru,2,newstest2016.online-G.0.en-ru,2,973
eng,rus,836,836,judge32,newstest2016.AMU-UEDIN.4450.en-ru,2,newstest2016.jhu-pbmt.4293.en-ru,3,973
eng,rus,836,836,judge32,newstest2016.AMU-UEDIN.4450.en-ru,2,newstest2016.uedin-nmt.4307.en-ru,1,973
eng,rus,836,836,judge32,newstest2016.PROMT-Rule-based.4276.en-ru,2,newstest2016.online-G.0.en-ru,2,973
eng,rus,836,836,judge32,newstest2016.PROMT-Rule-based.4276.en-ru,2,newstest2016.jhu-pbmt.4293.en-ru,3,973
eng,rus,836,836,judge32,newstest2016.PROMT-Rule-based.4276.en-ru,2,newstest2016.uedin-nmt.4307.en-ru,1,973
eng,rus,836,836,judge32,newstest2016.online-G.0.en-ru,2,newstest2016.jhu-pbmt.4293.en-ru,3,973
eng,rus,836,836,judge32,newstest2016.online-G.0.en-ru,2,newstest2016.uedin-nmt.4307.en-ru,1,973
eng,rus,836,836,judge32,newstest2016.jhu-pbmt.4293.en-ru,3,newstest2016.uedin-nmt.4307.en-ru,1,973
eng,rus,841,841,judge32,newstest2016.online-B.0.en-ru,2,newstest2016.AFRL-MITLL-phrase-based.4506.en-ru,2,974
eng,rus,841,841,judge32,newstest2016.online-B.0.en-ru,2,newstest2016.NYU-UMontreal.4408.en-ru,1,974
eng,rus,841,841,judge32,newstest2016.online-B.0.en-ru,2,newstest2016.online-F.0.en-ru,3,974
eng,rus,841,841,judge32,newstest2016.online-B.0.en-ru,2,newstest2016.uedin-nmt.4307.en-ru,3,974
eng,rus,841,841,judge32,newstest2016.AFRL-MITLL-phrase-based.4506.en-ru,2,newstest2016.NYU-UMontreal.4408.en-ru,1,974
eng,rus,841,841,judge32,newstest2016.AFRL-MITLL-phrase-based.4506.en-ru,2,newstest2016.online-F.0.en-ru,3,974
eng,rus,841,841,judge32,newstest2016.AFRL-MITLL-phrase-based.4506.en-ru,2,newstest2016.uedin-nmt.4307.en-ru,3,974
eng,rus,841,841,judge32,newstest2016.NYU-UMontreal.4408.en-ru,1,newstest2016.online-F.0.en-ru,3,974
eng,rus,841,841,judge32,newstest2016.NYU-UMontreal.4408.en-ru,1,newstest2016.uedin-nmt.4307.en-ru,3,974
eng,rus,841,841,judge32,newstest2016.online-F.0.en-ru,3,newstest2016.uedin-nmt.4307.en-ru,3,974
eng,rus,843,843,judge32,newstest2016.uedin-nmt.4307.en-ru,5,newstest2016.PROMT-Rule-based.4276.en-ru,1,975
eng,rus,843,843,judge32,newstest2016.uedin-nmt.4307.en-ru,5,newstest2016.online-A.0.en-ru,3,975
eng,rus,843,843,judge32,newstest2016.uedin-nmt.4307.en-ru,5,newstest2016.AMU-UEDIN.4450.en-ru,2,975
eng,rus,843,843,judge32,newstest2016.uedin-nmt.4307.en-ru,5,newstest2016.LIMSI.4349.en-ru,4,975
eng,rus,843,843,judge32,newstest2016.PROMT-Rule-based.4276.en-ru,1,newstest2016.online-A.0.en-ru,3,975
eng,rus,843,843,judge32,newstest2016.PROMT-Rule-based.4276.en-ru,1,newstest2016.AMU-UEDIN.4450.en-ru,2,975
eng,rus,843,843,judge32,newstest2016.PROMT-Rule-based.4276.en-ru,1,newstest2016.LIMSI.4349.en-ru,4,975
eng,rus,843,843,judge32,newstest2016.online-A.0.en-ru,3,newstest2016.AMU-UEDIN.4450.en-ru,2,975
eng,rus,843,843,judge32,newstest2016.online-A.0.en-ru,3,newstest2016.LIMSI.4349.en-ru,4,975
eng,rus,843,843,judge32,newstest2016.AMU-UEDIN.4450.en-ru,2,newstest2016.LIMSI.4349.en-ru,4,975
eng,rus,77,77,judge32,newstest2016.AFRL-MITLL-verb-annot.4526.en-ru,1,newstest2016.jhu-pbmt.4293.en-ru,1,976
eng,rus,77,77,judge32,newstest2016.AFRL-MITLL-verb-annot.4526.en-ru,1,newstest2016.online-A.0.en-ru,2,976
eng,rus,77,77,judge32,newstest2016.AFRL-MITLL-verb-annot.4526.en-ru,1,newstest2016.online-F.0.en-ru,2,976
eng,rus,77,77,judge32,newstest2016.AFRL-MITLL-verb-annot.4526.en-ru,1,newstest2016.LIMSI.4349.en-ru,1,976
eng,rus,77,77,judge32,newstest2016.jhu-pbmt.4293.en-ru,1,newstest2016.online-A.0.en-ru,2,976
eng,rus,77,77,judge32,newstest2016.jhu-pbmt.4293.en-ru,1,newstest2016.online-F.0.en-ru,2,976
eng,rus,77,77,judge32,newstest2016.jhu-pbmt.4293.en-ru,1,newstest2016.LIMSI.4349.en-ru,1,976
eng,rus,77,77,judge32,newstest2016.online-A.0.en-ru,2,newstest2016.online-F.0.en-ru,2,976
eng,rus,77,77,judge32,newstest2016.online-A.0.en-ru,2,newstest2016.LIMSI.4349.en-ru,1,976
eng,rus,77,77,judge32,newstest2016.online-F.0.en-ru,2,newstest2016.LIMSI.4349.en-ru,1,976
eng,rus,78,78,judge32,newstest2016.uedin-nmt.4307.en-ru,2,newstest2016.online-F.0.en-ru,4,977
eng,rus,78,78,judge32,newstest2016.uedin-nmt.4307.en-ru,2,newstest2016.online-A.0.en-ru,3,977
eng,rus,78,78,judge32,newstest2016.uedin-nmt.4307.en-ru,2,newstest2016.AFRL-MITLL-verb-annot.4526.en-ru+newstest2016.AMU-UEDIN.4450.en-ru+newstest2016.jhu-pbmt.4293.en-ru+newstest2016.LIMSI.4349.en-ru+newstest2016.NYU-UMontreal.4408.en-ru+newstest2016.online-B.0.en-ru,1,977
eng,rus,78,78,judge32,newstest2016.uedin-nmt.4307.en-ru,2,newstest2016.online-G.0.en-ru,3,977
eng,rus,78,78,judge32,newstest2016.online-F.0.en-ru,4,newstest2016.online-A.0.en-ru,3,977
eng,rus,78,78,judge32,newstest2016.online-F.0.en-ru,4,newstest2016.AFRL-MITLL-verb-annot.4526.en-ru+newstest2016.AMU-UEDIN.4450.en-ru+newstest2016.jhu-pbmt.4293.en-ru+newstest2016.LIMSI.4349.en-ru+newstest2016.NYU-UMontreal.4408.en-ru+newstest2016.online-B.0.en-ru,1,977
eng,rus,78,78,judge32,newstest2016.online-F.0.en-ru,4,newstest2016.online-G.0.en-ru,3,977
eng,rus,78,78,judge32,newstest2016.online-A.0.en-ru,3,newstest2016.AFRL-MITLL-verb-annot.4526.en-ru+newstest2016.AMU-UEDIN.4450.en-ru+newstest2016.jhu-pbmt.4293.en-ru+newstest2016.LIMSI.4349.en-ru+newstest2016.NYU-UMontreal.4408.en-ru+newstest2016.online-B.0.en-ru,1,977
eng,rus,78,78,judge32,newstest2016.online-A.0.en-ru,3,newstest2016.online-G.0.en-ru,3,977
eng,rus,78,78,judge32,newstest2016.AFRL-MITLL-verb-annot.4526.en-ru+newstest2016.AMU-UEDIN.4450.en-ru+newstest2016.jhu-pbmt.4293.en-ru+newstest2016.LIMSI.4349.en-ru+newstest2016.NYU-UMontreal.4408.en-ru+newstest2016.online-B.0.en-ru,1,newstest2016.online-G.0.en-ru,3,977
eng,rus,79,79,judge32,newstest2016.AFRL-MITLL-verb-annot.4526.en-ru,2,newstest2016.PROMT-Rule-based.4276.en-ru,1,978
eng,rus,79,79,judge32,newstest2016.AFRL-MITLL-verb-annot.4526.en-ru,2,newstest2016.AFRL-MITLL-phrase-based.4506.en-ru+newstest2016.AMU-UEDIN.4450.en-ru+newstest2016.jhu-pbmt.4293.en-ru+newstest2016.NYU-UMontreal.4408.en-ru+newstest2016.online-A.0.en-ru+newstest2016.online-B.0.en-ru+newstest2016.online-G.0.en-ru+newstest2016.uedin-nmt.4307.en-ru,1,978
eng,rus,79,79,judge32,newstest2016.AFRL-MITLL-verb-annot.4526.en-ru,2,newstest2016.online-F.0.en-ru,3,978
eng,rus,79,79,judge32,newstest2016.AFRL-MITLL-verb-annot.4526.en-ru,2,newstest2016.LIMSI.4349.en-ru,3,978
eng,rus,79,79,judge32,newstest2016.PROMT-Rule-based.4276.en-ru,1,newstest2016.AFRL-MITLL-phrase-based.4506.en-ru+newstest2016.AMU-UEDIN.4450.en-ru+newstest2016.jhu-pbmt.4293.en-ru+newstest2016.NYU-UMontreal.4408.en-ru+newstest2016.online-A.0.en-ru+newstest2016.online-B.0.en-ru+newstest2016.online-G.0.en-ru+newstest2016.uedin-nmt.4307.en-ru,1,978
eng,rus,79,79,judge32,newstest2016.PROMT-Rule-based.4276.en-ru,1,newstest2016.online-F.0.en-ru,3,978
eng,rus,79,79,judge32,newstest2016.PROMT-Rule-based.4276.en-ru,1,newstest2016.LIMSI.4349.en-ru,3,978
eng,rus,79,79,judge32,newstest2016.AFRL-MITLL-phrase-based.4506.en-ru+newstest2016.AMU-UEDIN.4450.en-ru+newstest2016.jhu-pbmt.4293.en-ru+newstest2016.NYU-UMontreal.4408.en-ru+newstest2016.online-A.0.en-ru+newstest2016.online-B.0.en-ru+newstest2016.online-G.0.en-ru+newstest2016.uedin-nmt.4307.en-ru,1,newstest2016.online-F.0.en-ru,3,978
eng,rus,79,79,judge32,newstest2016.AFRL-MITLL-phrase-based.4506.en-ru+newstest2016.AMU-UEDIN.4450.en-ru+newstest2016.jhu-pbmt.4293.en-ru+newstest2016.NYU-UMontreal.4408.en-ru+newstest2016.online-A.0.en-ru+newstest2016.online-B.0.en-ru+newstest2016.online-G.0.en-ru+newstest2016.uedin-nmt.4307.en-ru,1,newstest2016.LIMSI.4349.en-ru,3,978
eng,rus,79,79,judge32,newstest2016.online-F.0.en-ru,3,newstest2016.LIMSI.4349.en-ru,3,978
eng,rus,139,139,judge32,newstest2016.jhu-pbmt.4293.en-ru,2,newstest2016.uedin-nmt.4307.en-ru,3,979
eng,rus,139,139,judge32,newstest2016.jhu-pbmt.4293.en-ru,2,newstest2016.online-F.0.en-ru,3,979
eng,rus,139,139,judge32,newstest2016.jhu-pbmt.4293.en-ru,2,newstest2016.LIMSI.4349.en-ru,4,979
eng,rus,139,139,judge32,newstest2016.jhu-pbmt.4293.en-ru,2,newstest2016.PROMT-Rule-based.4276.en-ru,1,979
eng,rus,139,139,judge32,newstest2016.uedin-nmt.4307.en-ru,3,newstest2016.online-F.0.en-ru,3,979
eng,rus,139,139,judge32,newstest2016.uedin-nmt.4307.en-ru,3,newstest2016.LIMSI.4349.en-ru,4,979
eng,rus,139,139,judge32,newstest2016.uedin-nmt.4307.en-ru,3,newstest2016.PROMT-Rule-based.4276.en-ru,1,979
eng,rus,139,139,judge32,newstest2016.online-F.0.en-ru,3,newstest2016.LIMSI.4349.en-ru,4,979
eng,rus,139,139,judge32,newstest2016.online-F.0.en-ru,3,newstest2016.PROMT-Rule-based.4276.en-ru,1,979
eng,rus,139,139,judge32,newstest2016.LIMSI.4349.en-ru,4,newstest2016.PROMT-Rule-based.4276.en-ru,1,979
eng,rus,140,140,judge32,newstest2016.NYU-UMontreal.4408.en-ru,4,newstest2016.jhu-pbmt.4293.en-ru,1,980
eng,rus,140,140,judge32,newstest2016.NYU-UMontreal.4408.en-ru,4,newstest2016.AFRL-MITLL-phrase-based.4506.en-ru,2,980
eng,rus,140,140,judge32,newstest2016.NYU-UMontreal.4408.en-ru,4,newstest2016.online-A.0.en-ru,3,980
eng,rus,140,140,judge32,newstest2016.NYU-UMontreal.4408.en-ru,4,newstest2016.PROMT-Rule-based.4276.en-ru,1,980
eng,rus,140,140,judge32,newstest2016.jhu-pbmt.4293.en-ru,1,newstest2016.AFRL-MITLL-phrase-based.4506.en-ru,2,980
eng,rus,140,140,judge32,newstest2016.jhu-pbmt.4293.en-ru,1,newstest2016.online-A.0.en-ru,3,980
eng,rus,140,140,judge32,newstest2016.jhu-pbmt.4293.en-ru,1,newstest2016.PROMT-Rule-based.4276.en-ru,1,980
eng,rus,140,140,judge32,newstest2016.AFRL-MITLL-phrase-based.4506.en-ru,2,newstest2016.online-A.0.en-ru,3,980
